,schet_2,balance_name,schet_1_name,sum2,bank,schet_1,Liquid,Work,Доля работающих активов,Уровень просрочки
1418,50207,Долговые ценные бумаги кредитных организаций,"Долговые ценные бумаги, оцениваемые по справедливой стоимости через прочий совокупный доход",7770910000,ПАО «Московский Кредитный Банк»,502,Ликвидный,Работающий,0.9306824807691927,0.0
1419,50208,Долговые ценные бумаги прочих резидентов,"Долговые ценные бумаги, оцениваемые по справедливой стоимости через прочий совокупный доход",55004501000,ПАО «Московский Кредитный Банк»,502,Ликвидный,Работающий,0.9306824807691927,0.0
1420,50209,Долговые ценные бумаги иностранных государств,"Долговые ценные бумаги, оцениваемые по справедливой стоимости через прочий совокупный доход",4691978000,ПАО «Московский Кредитный Банк»,502,Ликвидный,Работающий,0.9306824807691927,0.0
1421,50211,Долговые ценные бумаги прочих нерезидентов,"Долговые ценные бумаги, оцениваемые по справедливой стоимости через прочий совокупный доход",13074467000,ПАО «Московский Кредитный Банк»,502,Ликвидный,Работающий,0.9306824807691927,0.0
1422,50218,"Долговые ценные бумаги, переданные без прекращения признания","Долговые ценные бумаги, оцениваемые по справедливой стоимости через прочий совокупный доход",100157482000,ПАО «Московский Кредитный Банк»,502,Ликвидный,Работающий,0.9306824807691927,0.0
1424,50404,Долговые ценные бумаги прочих резидентов,"Долговые ценные бумаги, оцениваемые по амортизированной стоимости",1981718000,ПАО «Московский Кредитный Банк»,504,Неликвидный,Работающий,0.9306824807691927,0.0
1425,50407,Долговые ценные бумаги прочих нерезидентов,"Долговые ценные бумаги, оцениваемые по амортизированной стоимости",11699223000,ПАО «Московский Кредитный Банк»,504,Неликвидный,Работающий,0.9306824807691927,0.0
1426,50418,"Долговые ценные бумаги, переданные без прекращения признания","Долговые ценные бумаги, оцениваемые по амортизированной стоимости",20443103000,ПАО «Московский Кредитный Банк»,504,Неликвидный,Работающий,0.9306824807691927,0.0
1428,50505,"Долговые ценные бумаги, не погашенные в срок","Долговые ценные бумаги, не погашенные в срок",1551764000,ПАО «Московский Кредитный Банк»,505,Неликвидный,Работающий,0.9306824807691927,0.0
1429,50605,Долевые ценные бумаги кредитных организаций,"Долевые ценные бумаги, оцениваемые по справедливой стоимости через прибыль или убыток",185180000,ПАО «Московский Кредитный Банк»,506,Ликвидный,Работающий,0.9306824807691927,0.0
1430,50606,Долевые ценные бумаги прочих резидентов,"Долевые ценные бумаги, оцениваемые по справедливой стоимости через прибыль или убыток",16276872000,ПАО «Московский Кредитный Банк»,506,Ликвидный,Работающий,0.9306824807691927,0.0
1431,50607,Долевые ценные бумаги банков-нерезидентов,"Долевые ценные бумаги, оцениваемые по справедливой стоимости через прибыль или убыток",118078000,ПАО «Московский Кредитный Банк»,506,Ликвидный,Работающий,0.9306824807691927,0.0
1433,50706,Долевые ценные бумаги прочих резидентов,"Долевые ценные бумаги, оцениваемые по справедливой стоимости через прочий совокупный доход",149995000,ПАО «Московский Кредитный Банк»,507,Ликвидный,Работающий,0.9306824807691927,0.0
1435,50905,Предварительные затраты по приобретению и выбытию (реализации) ценных бумаг,Прочие счета по операциям с приобретенными ценными бумагами,2000,ПАО «Московский Кредитный Банк»,509,Ликвидный,Работающий,0.9306824807691927,0.0
1436,52601,"Производные финансовые инструменты, от которых ожидается получение экономических выгод",Производные финансовые инструменты,45874435000,ПАО «Московский Кредитный Банк»,526,Неликвидный,Работающий,0.9306824807691927,0.0
1437,60101,Акции дочерних и зависимых кредитных организаций,"Участие в дочерних и зависимых акционерных обществах, паевых инвестиционных фондах",5632180000,ПАО «Московский Кредитный Банк»,601,Неликвидный,Неработающий,0.9306824807691927,0.0
1438,60102,Акции дочерних и зависимых организаций,"Участие в дочерних и зависимых акционерных обществах, паевых инвестиционных фондах",200828000,ПАО «Московский Кредитный Банк»,601,Неликвидный,Неработающий,0.9306824807691927,0.0
1439,60201,"Средства, внесенные в уставные капиталы кредитных организаций, созданных в форме общества с ограниченной ответственностью",Прочее участие,2742357000,ПАО «Московский Кредитный Банк»,602,Неликвидный,Неработающий,0.9306824807691927,0.0
1440,60202,"Средства, внесенные в уставные капиталы организаций",Прочее участие,2036594000,ПАО «Московский Кредитный Банк»,602,Неликвидный,Неработающий,0.9306824807691927,0.0
1441,60204,"Средства, внесенные в уставные капиталы организаций-нерезидентов",Прочее участие,2278009000,ПАО «Московский Кредитный Банк»,602,Неликвидный,Неработающий,0.9306824807691927,0.0
1443,60302,Расчеты по налогам и сборам,Расчеты с дебиторами и кредиторами,857789000,ПАО «Московский Кредитный Банк»,603,Ликвидный,Неработающий,0.9306824807691927,0.0
1444,60306,Требования по выплате краткосрочных вознаграждений работникам,Расчеты с дебиторами и кредиторами,795000,ПАО «Московский Кредитный Банк»,603,Ликвидный,Неработающий,0.9306824807691927,0.0
1445,60308,Расчеты с работниками по подотчетным суммам,Расчеты с дебиторами и кредиторами,18424000,ПАО «Московский Кредитный Банк»,603,Ликвидный,Неработающий,0.9306824807691927,0.0
1446,60310,"Налог на добавленную стоимость, уплаченный",Расчеты с дебиторами и кредиторами,21448000,ПАО «Московский Кредитный Банк»,603,Ликвидный,Неработающий,0.9306824807691927,0.0
1447,60312,"Расчеты с поставщиками, подрядчиками и покупателями",Расчеты с дебиторами и кредиторами,1947664000,ПАО «Московский Кредитный Банк»,603,Ликвидный,Неработающий,0.9306824807691927,0.0
1448,60314,Расчеты с организациями-нерезидентами по хозяйственным операциям,Расчеты с дебиторами и кредиторами,30766000,ПАО «Московский Кредитный Банк»,603,Ликвидный,Неработающий,0.9306824807691927,0.0
1449,60323,Расчеты с прочими дебиторами,Расчеты с дебиторами и кредиторами,4219515000,ПАО «Московский Кредитный Банк»,603,Ликвидный,Неработающий,0.9306824807691927,0.0
1450,60336,Расчеты по социальному страхованию и обеспечению,Расчеты с дебиторами и кредиторами,818000,ПАО «Московский Кредитный Банк»,603,Ликвидный,Неработающий,0.9306824807691927,0.0
1452,60401,Основные средства (кроме земли),Основные средства,10019904000,ПАО «Московский Кредитный Банк»,604,Неликвидный,Неработающий,0.9306824807691927,0.0
1453,60404,Земля,Основные средства,28000000,ПАО «Московский Кредитный Банк»,604,Неликвидный,Неработающий,0.9306824807691927,0.0
1454,60415,"Вложения в сооружение (строительство), создание (изготовление) и приобретение основных средств",Основные средства,24125000,ПАО «Московский Кредитный Банк»,604,Неликвидный,Неработающий,0.9306824807691927,0.0
1455,60804,"Имущество, полученное в финансовую аренду",Аренда,8652351000,ПАО «Московский Кредитный Банк»,608,Неликвидный,Неработающий,0.9306824807691927,0.0
1456,60901,Нематериальные активы,Нематериальные активы,2877740000,ПАО «Московский Кредитный Банк»,609,Неликвидный,Неработающий,0.9306824807691927,0.0
1457,60906,Вложения в создание и приобретение нематериальных активов,Нематериальные активы,8732000,ПАО «Московский Кредитный Банк»,609,Неликвидный,Неработающий,0.9306824807691927,0.0
1458,61002,Запасные части,Запасы,9316000,ПАО «Московский Кредитный Банк»,610,Неликвидный,Неработающий,0.9306824807691927,0.0
1459,61008,Материалы,Запасы,9362000,ПАО «Московский Кредитный Банк»,610,Неликвидный,Неработающий,0.9306824807691927,0.0
1460,61009,Инвентарь и принадлежности,Запасы,28128000,ПАО «Московский Кредитный Банк»,610,Неликвидный,Неработающий,0.9306824807691927,0.0
1461,61013,"Материалы, предназначенные для сооружения, создания и восстановления основных средств и недвижимости, временно неиспользуемой в основной деятельности",Запасы,6864000,ПАО «Московский Кредитный Банк»,610,Неликвидный,Неработающий,0.9306824807691927,0.0
1462,61702,Отложенный налоговый актив по вычитаемым временным разницам,Отложенные налоговые обязательства и отложенные налоговые активы,461117000,ПАО «Московский Кредитный Банк»,617,Неликвидный,Неработающий,0.9306824807691927,0.0
1463,61703,Отложенный налоговый актив по перенесенным на будущее убыткам,Отложенные налоговые обязательства и отложенные налоговые активы,5712630000,ПАО «Московский Кредитный Банк»,617,Неликвидный,Неработающий,0.9306824807691927,0.0
1464,61907,"Недвижимость (кроме земли), временно неиспользуемая в основной деятельности, учитываемая по справедливой стоимости","Недвижимость, временно неиспользуемая в основной деятельности",211019000,ПАО «Московский Кредитный Банк»,619,Неликвидный,Неработающий,0.9306824807691927,0.0
1465,61908,"Недвижимость (кроме земли), временно неиспользуемая в основной деятельности, учитываемая по справедливой стоимости, переданная в аренду","Недвижимость, временно неиспользуемая в основной деятельности",2437000,ПАО «Московский Кредитный Банк»,619,Неликвидный,Неработающий,0.9306824807691927,0.0
1466,62001,"Долгосрочные активы, предназначенные для продажи","Долгосрочные активы, предназначенные для продажи",1396575000,ПАО «Московский Кредитный Банк»,620,Неликвидный,Неработающий,0.9306824807691927,0.0
1467,62102,"Предметы труда, полученные по договорам отступного, залога, назначение которых не определено","Средства труда и предметы труда, полученные по договорам отступного, залога, назначение которых не определено",3389000,ПАО «Московский Кредитный Банк»,621,Неликвидный,Неработающий,0.9306824807691927,0.0
1468,10605,"Отрицательная переоценка ценных бумаг, оцениваемых по справедливой стоимости через прочий совокупный доход",Добавочный капитал,30586643000,ПАО Банк «ФК Открытие»,106,0,Неработающий,0.7867768261492725,0.0
1469,10610,Уменьшение добавочного капитала на отложенный налог на прибыль,Добавочный капитал,683790000,ПАО Банк «ФК Открытие»,106,0,Неработающий,0.7867768261492725,0.0
1471,10901,Непокрытый убыток,Непокрытый убыток,158984448000,ПАО Банк «ФК Открытие»,109,0,Неработающий,0.7867768261492725,0.0
1472,20202,Касса кредитных организаций,"Наличная валюта и чеки (в том числе дорожные чеки), номинальная стоимость которых указана в иностранной валюте",37587087000,ПАО Банк «ФК Открытие»,202,Высоколиквидный,Неработающий,0.7867768261492725,0.0
1473,20208,Денежные средства в банкоматах и автоматических приемных устройствах,"Наличная валюта и чеки (в том числе дорожные чеки), номинальная стоимость которых указана в иностранной валюте",12916156000,ПАО Банк «ФК Открытие»,202,Высоколиквидный,Неработающий,0.7867768261492725,0.0
1474,20209,Денежные средства в пути,"Наличная валюта и чеки (в том числе дорожные чеки), номинальная стоимость которых указана в иностранной валюте",2155374000,ПАО Банк «ФК Открытие»,202,Высоколиквидный,Неработающий,0.7867768261492725,0.0
1475,20302,Золото,Драгоценные металлы,1441675000,ПАО Банк «ФК Открытие»,203,Высоколиквидный,Неработающий,0.7867768261492725,0.0
1476,20303,Другие драгоценные металлы (кроме золота),Драгоценные металлы,188812000,ПАО Банк «ФК Открытие»,203,Высоколиквидный,Неработающий,0.7867768261492725,0.0
1477,20305,Драгоценные металлы в пути,Драгоценные металлы,16015419000,ПАО Банк «ФК Открытие»,203,Высоколиквидный,Неработающий,0.7867768261492725,0.0
1478,20308,Драгоценные металлы в монетах и памятных медалях,Драгоценные металлы,73211000,ПАО Банк «ФК Открытие»,203,Высоколиквидный,Неработающий,0.7867768261492725,0.0
1479,30102,Корреспондентские счета кредитных организаций в Банке России,Корреспондентские счета,102124498000,ПАО Банк «ФК Открытие»,301,Высоколиквидный,Работающий,0.7867768261492725,0.0
1480,30110,Корреспондентские счета в кредитных организациях - корреспондентах,Корреспондентские счета,1126913000,ПАО Банк «ФК Открытие»,301,Высоколиквидный,Работающий,0.7867768261492725,0.0
1481,30114,Корреспондентские счета в банках-нерезидентах,Корреспондентские счета,12052631000,ПАО Банк «ФК Открытие»,301,Высоколиквидный,Работающий,0.7867768261492725,0.0
1482,30119,Корреспондентские счета в банках-нерезидентах в драгоценных металлах,Корреспондентские счета,37179000,ПАО Банк «ФК Открытие»,301,Высоколиквидный,Работающий,0.7867768261492725,0.0
1484,30202,"Обязательные резервы кредитных организаций, депонированные в Банке России",Счета кредитных организаций по другим операциям,20362899000,ПАО Банк «ФК Открытие»,302,Неликвидный,Неработающий,0.7867768261492725,0.0
1485,30210,Счета кредитных организаций (филиалов) по кассовому обслуживанию структурных подразделений,Счета кредитных организаций по другим операциям,208600000,ПАО Банк «ФК Открытие»,302,Высоколиквидный,Неработающий,0.7867768261492725,0.0
1486,30221,Незавершенные переводы и расчеты кредитной организации,Счета кредитных организаций по другим операциям,749201000,ПАО Банк «ФК Открытие»,302,Высоколиквидный,Неработающий,0.7867768261492725,0.0
1487,30233,Незавершенные расчеты с операторами услуг платежной инфраструктуры и операторами по переводу денежных средств,Счета кредитных организаций по другим операциям,6846313000,ПАО Банк «ФК Открытие»,302,Высоколиквидный,Неработающий,0.7867768261492725,0.0
1488,30602,Расчеты кредитных организаций - доверителей (комитентов) по брокерским операциям с финансовыми и другими активами,Расчеты по операциям с финансовыми и другими активами,2587913000,ПАО Банк «ФК Открытие»,306,Высоколиквидный,Работающий,0.7867768261492725,0.0
1489,31903,на срок от 2 до 7 дней,Депозиты в Банке России,20000000000,ПАО Банк «ФК Открытие»,319,Ликвидный,Работающий,0.7867768261492725,0.0
1490,32004,на срок от 8 до 30 дней,"Кредиты и депозиты, предоставленные кредитным организациям",110000000000,ПАО Банк «ФК Открытие»,320,Ликвидный,Работающий,0.7867768261492725,4.021907317400315e-05
1491,32008,на срок от 1 года до 3 лет,"Кредиты и депозиты, предоставленные кредитным организациям",70000000000,ПАО Банк «ФК Открытие»,320,Неликвидный,Работающий,0.7867768261492725,4.021907317400315e-05
1492,32009,на срок свыше 3 лет,"Кредиты и депозиты, предоставленные кредитным организациям",50000000000,ПАО Банк «ФК Открытие»,320,Неликвидный,Работающий,0.7867768261492725,4.021907317400315e-05
1493,32030,Приобретенные права требования по договорам на предоставление (размещение) денежных средств,"Кредиты и депозиты, предоставленные кредитным организациям",4060000000,ПАО Банк «ФК Открытие»,320,Неликвидный,Работающий,0.7867768261492725,4.021907317400315e-05
1494,32102,на 1 день,"Кредиты и депозиты, предоставленные банкам-нерезидентам",131363000,ПАО Банк «ФК Открытие»,321,Высоколиквидный,Работающий,0.7867768261492725,2.0303100255596565e-05
1495,32109,на срок свыше 3 лет,"Кредиты и депозиты, предоставленные банкам-нерезидентам",2622525000,ПАО Банк «ФК Открытие»,321,Неликвидный,Работающий,0.7867768261492725,2.0303100255596565e-05
1497,32201,до востребования,Прочие размещенные средства в кредитных организациях,2328731000,ПАО Банк «ФК Открытие»,322,Высоколиквидный,Работающий,0.7867768261492725,4.021907317400315e-05
1498,32202,на 1 день,Прочие размещенные средства в кредитных организациях,88871546000,ПАО Банк «ФК Открытие»,322,Высоколиквидный,Работающий,0.7867768261492725,4.021907317400315e-05
1499,32203,на срок от 2 до 7 дней,Прочие размещенные средства в кредитных организациях,14267267000,ПАО Банк «ФК Открытие»,322,Ликвидный,Работающий,0.7867768261492725,4.021907317400315e-05
1500,32204,на срок от 8 до 30 дней,Прочие размещенные средства в кредитных организациях,2151350000,ПАО Банк «ФК Открытие»,322,Ликвидный,Работающий,0.7867768261492725,4.021907317400315e-05
1501,32205,на срок от 31 до 90 дней,Прочие размещенные средства в кредитных организациях,5595958000,ПАО Банк «ФК Открытие»,322,Неликвидный,Работающий,0.7867768261492725,4.021907317400315e-05
1502,32207,на срок от 181 дня до 1 года,Прочие размещенные средства в кредитных организациях,18432195000,ПАО Банк «ФК Открытие»,322,Неликвидный,Работающий,0.7867768261492725,4.021907317400315e-05
1504,32301,до востребования,Прочие размещенные средства в банках-нерезидентах,3657833000,ПАО Банк «ФК Открытие»,323,Высоколиквидный,Работающий,0.7867768261492725,2.0303100255596565e-05
1505,32307,на срок от 181 дня до 1 года,Прочие размещенные средства в банках-нерезидентах,778146000,ПАО Банк «ФК Открытие»,323,Неликвидный,Работающий,0.7867768261492725,2.0303100255596565e-05
1506,32401,"по межбанковским кредитам, депозитам и прочим размещенным средствам, предоставленным кредитным организациям","Просроченная задолженность по предоставленным межбанковским кредитам, депозитам и прочим размещенным средствам",14709000,ПАО Банк «ФК Открытие»,324,Неликвидный,Неработающий,0.7867768261492725,0.0
1507,32402,"по межбанковским кредитам, депозитам и прочим размещенным средствам, предоставленным банкам-нерезидентам","Просроченная задолженность по предоставленным межбанковским кредитам, депозитам и прочим размещенным средствам",146000,ПАО Банк «ФК Открытие»,324,Неликвидный,Неработающий,0.7867768261492725,0.0
1508,44205,на срок от 31 до 90 дней,"Кредиты, предоставленные финансовым органам субъектов Российской Федерации и органов местного самоуправления",120000000,ПАО Банк «ФК Открытие»,442,Неликвидный,Работающий,0.7867768261492725,0.01357033272536609
1509,44206,на срок от 91 до 180 дней,"Кредиты, предоставленные финансовым органам субъектов Российской Федерации и органов местного самоуправления",15000000,ПАО Банк «ФК Открытие»,442,Неликвидный,Работающий,0.7867768261492725,0.01357033272536609
1510,44207,на срок от 181 дня до 1 года,"Кредиты, предоставленные финансовым органам субъектов Российской Федерации и органов местного самоуправления",3121718000,ПАО Банк «ФК Открытие»,442,Неликвидный,Работающий,0.7867768261492725,0.01357033272536609
1511,44208,на срок от 1 года до 3 лет,"Кредиты, предоставленные финансовым органам субъектов Российской Федерации и органов местного самоуправления",4666783000,ПАО Банк «ФК Открытие»,442,Неликвидный,Работающий,0.7867768261492725,0.01357033272536609
1512,44209,на срок свыше 3 лет,"Кредиты, предоставленные финансовым органам субъектов Российской Федерации и органов местного самоуправления",2503000000,ПАО Банк «ФК Открытие»,442,Неликвидный,Работающий,0.7867768261492725,0.01357033272536609
1514,44507,на срок от 1 года до 3 лет,"Кредиты, предоставленные финансовым организациям, находящимся в федеральной собственности",13987215000,ПАО Банк «ФК Открытие»,445,0,Неработающий,0.7867768261492725,2.1403767024430954e-05
1515,44508,на срок свыше 3 лет,"Кредиты, предоставленные финансовым организациям, находящимся в федеральной собственности",17069575000,ПАО Банк «ФК Открытие»,445,0,Неработающий,0.7867768261492725,2.1403767024430954e-05
1517,44603,на срок до 30 дней,"Кредиты, предоставленные коммерческим организациям, находящимся в федеральной собственности",9000000000,ПАО Банк «ФК Открытие»,446,Ликвидный,Работающий,0.7867768261492725,0.00010833333333333333
1518,44904,на срок от 31 до 90 дней,"Кредиты, предоставленные коммерческим организациям, находящимся в государственной (кроме федеральной) собственности",139470000,ПАО Банк «ФК Открытие»,449,Неликвидный,Работающий,0.7867768261492725,0.0013475757568081705
1519,44905,на срок от 91 до 180 дней,"Кредиты, предоставленные коммерческим организациям, находящимся в государственной (кроме федеральной) собственности",264285000,ПАО Банк «ФК Открытие»,449,Неликвидный,Работающий,0.7867768261492725,0.0013475757568081705
1520,44906,на срок от 181 дня до 1 года,"Кредиты, предоставленные коммерческим организациям, находящимся в государственной (кроме федеральной) собственности",10569000,ПАО Банк «ФК Открытие»,449,Неликвидный,Работающий,0.7867768261492725,0.0013475757568081705
1521,44908,на срок свыше 3 лет,"Кредиты, предоставленные коммерческим организациям, находящимся в государственной (кроме федеральной) собственности",346761000,ПАО Банк «ФК Открытие»,449,Неликвидный,Работающий,0.7867768261492725,0.0013475757568081705
1523,45007,на срок от 1 года до 3 лет,"Кредиты, предоставленные некоммерческим организациям, находящимся в государственной (кроме федеральной) собственности",1861000,ПАО Банк «ФК Открытие»,450,Неликвидный,Работающий,0.7867768261492725,0.046698143716447836
1524,45101,"Кредит, предоставленный при недостатке средств на расчетном (текущем) счете (""овердрафт"")","Кредиты, предоставленные негосударственным финансовым организациям",14113000,ПАО Банк «ФК Открытие»,451,Ликвидный,Работающий,0.7867768261492725,0.07348896004359828
1525,45105,на срок от 91 до 180 дней,"Кредиты, предоставленные негосударственным финансовым организациям",1500000000,ПАО Банк «ФК Открытие»,451,Неликвидный,Работающий,0.7867768261492725,0.07348896004359828
1526,45106,на срок от 181 дня до 1 года,"Кредиты, предоставленные негосударственным финансовым организациям",30157517000,ПАО Банк «ФК Открытие»,451,Неликвидный,Работающий,0.7867768261492725,0.07348896004359828
1527,45107,на срок от 1 года до 3 лет,"Кредиты, предоставленные негосударственным финансовым организациям",69433395000,ПАО Банк «ФК Открытие»,451,Неликвидный,Работающий,0.7867768261492725,0.07348896004359828
1528,45108,на срок свыше 3 лет,"Кредиты, предоставленные негосударственным финансовым организациям",64109141000,ПАО Банк «ФК Открытие»,451,Неликвидный,Работающий,0.7867768261492725,0.07348896004359828
1530,45201,"Кредит, предоставленный при недостатке средств на расчетном (текущем) счете (""овердрафт"")","Кредиты, предоставленные негосударственным коммерческим организациям",12200543000,ПАО Банк «ФК Открытие»,452,Ликвидный,Работающий,0.7867768261492725,0.06609280073822577
1531,45203,на срок до 30 дней,"Кредиты, предоставленные негосударственным коммерческим организациям",13428581000,ПАО Банк «ФК Открытие»,452,Ликвидный,Работающий,0.7867768261492725,0.06609280073822577
1532,45204,на срок от 31 до 90 дней,"Кредиты, предоставленные негосударственным коммерческим организациям",26894184000,ПАО Банк «ФК Открытие»,452,Неликвидный,Работающий,0.7867768261492725,0.06609280073822577
1533,45205,на срок от 91 до 180 дней,"Кредиты, предоставленные негосударственным коммерческим организациям",79918513000,ПАО Банк «ФК Открытие»,452,Неликвидный,Работающий,0.7867768261492725,0.06609280073822577
1534,45206,на срок от 181 дня до 1 года,"Кредиты, предоставленные негосударственным коммерческим организациям",66126034000,ПАО Банк «ФК Открытие»,452,Неликвидный,Работающий,0.7867768261492725,0.06609280073822577
1535,45207,на срок от 1 года до 3 лет,"Кредиты, предоставленные негосударственным коммерческим организациям",202744154000,ПАО Банк «ФК Открытие»,452,Неликвидный,Работающий,0.7867768261492725,0.06609280073822577
1536,45208,на срок свыше 3 лет,"Кредиты, предоставленные негосударственным коммерческим организациям",572564875000,ПАО Банк «ФК Открытие»,452,Неликвидный,Работающий,0.7867768261492725,0.06609280073822577
1537,45211,Приобретенные права требования по договорам на предоставление (размещение) денежных средств,"Кредиты, предоставленные негосударственным коммерческим организациям",16386017000,ПАО Банк «ФК Открытие»,452,Неликвидный,Работающий,0.7867768261492725,0.06609280073822577
1539,45305,на срок от 91 до 180 дней,"Кредиты, предоставленные негосударственным некоммерческим организациям",36253000,ПАО Банк «ФК Открытие»,453,Неликвидный,Работающий,0.7867768261492725,0.10479657691307534
1540,45307,на срок от 1 года до 3 лет,"Кредиты, предоставленные негосударственным некоммерческим организациям",208348000,ПАО Банк «ФК Открытие»,453,Неликвидный,Работающий,0.7867768261492725,0.10479657691307534
1541,45308,на срок свыше 3 лет,"Кредиты, предоставленные негосударственным некоммерческим организациям",77174000,ПАО Банк «ФК Открытие»,453,Неликвидный,Работающий,0.7867768261492725,0.10479657691307534
1543,45401,"Кредит, предоставленный при недостатке средств на расчетном (текущем) счете (""овердрафт"")","Кредиты и прочие средства, предоставленные индивидуальным предпринимателям",945663000,ПАО Банк «ФК Открытие»,454,Ликвидный,Работающий,0.7867768261492725,0.08969739478913599
1544,45404,Кредиты на срок от 31 до 90 дней,"Кредиты и прочие средства, предоставленные индивидуальным предпринимателям",436659000,ПАО Банк «ФК Открытие»,454,Неликвидный,Работающий,0.7867768261492725,0.08969739478913599
1545,45405,Кредиты на срок от 91 до 180 дней,"Кредиты и прочие средства, предоставленные индивидуальным предпринимателям",2898301000,ПАО Банк «ФК Открытие»,454,Неликвидный,Работающий,0.7867768261492725,0.08969739478913599
1546,45406,Кредиты на срок от 181 дня до 1 года,"Кредиты и прочие средства, предоставленные индивидуальным предпринимателям",1737260000,ПАО Банк «ФК Открытие»,454,Неликвидный,Работающий,0.7867768261492725,0.08969739478913599
1547,45407,Кредиты на срок от 1 года до 3 лет,"Кредиты и прочие средства, предоставленные индивидуальным предпринимателям",4321724000,ПАО Банк «ФК Открытие»,454,Неликвидный,Работающий,0.7867768261492725,0.08969739478913599
1548,45408,Кредиты на срок свыше 3 лет,"Кредиты и прочие средства, предоставленные индивидуальным предпринимателям",24898168000,ПАО Банк «ФК Открытие»,454,Неликвидный,Работающий,0.7867768261492725,0.08969739478913599
1549,45410,"Прочие средства, предоставленные индивидуальным предпринимателям","Кредиты и прочие средства, предоставленные индивидуальным предпринимателям",46839000,ПАО Банк «ФК Открытие»,454,Неликвидный,Работающий,0.7867768261492725,0.08969739478913599
1550,45411,Приобретенные права требования по договорам на предоставление (размещение) денежных средств,"Кредиты и прочие средства, предоставленные индивидуальным предпринимателям",105503000,ПАО Банк «ФК Открытие»,454,0,Работающий,0.7867768261492725,0.08969739478913599
1552,45505,Кредиты на срок от 181 дня до 1 года,"Кредиты и прочие средства, предоставленные физическим лицам",2500000,ПАО Банк «ФК Открытие»,455,Неликвидный,Работающий,0.7867768261492725,0.06996030889460739
1553,45506,Кредиты на срок от 1 года до 3 лет,"Кредиты и прочие средства, предоставленные физическим лицам",16644057000,ПАО Банк «ФК Открытие»,455,Неликвидный,Работающий,0.7867768261492725,0.06996030889460739
1554,45507,Кредиты на срок свыше 3 лет,"Кредиты и прочие средства, предоставленные физическим лицам",499558439000,ПАО Банк «ФК Открытие»,455,Неликвидный,Работающий,0.7867768261492725,0.06996030889460739
1555,45509,"Кредит, предоставленный при недостатке средств на депозитном счете (""овердрафт"")","Кредиты и прочие средства, предоставленные физическим лицам",15325070000,ПАО Банк «ФК Открытие»,455,Ликвидный,Работающий,0.7867768261492725,0.06996030889460739
1556,45511,Приобретенные права требования по договорам на предоставление (размещение) денежных средств,"Кредиты и прочие средства, предоставленные физическим лицам",10203948000,ПАО Банк «ФК Открытие»,455,Неликвидный,Работающий,0.7867768261492725,0.06996030889460739
1558,45602,на срок от 31 до 90 дней,"Кредиты, предоставленные юридическим лицам - нерезидентам",3890870000,ПАО Банк «ФК Открытие»,456,Неликвидный,Работающий,0.7867768261492725,0.2037986167545447
1559,45603,на срок от 91 до 180 дней,"Кредиты, предоставленные юридическим лицам - нерезидентам",19611000,ПАО Банк «ФК Открытие»,456,Неликвидный,Работающий,0.7867768261492725,0.2037986167545447
1560,45604,на срок от 181 дня до 1 года,"Кредиты, предоставленные юридическим лицам - нерезидентам",7854049000,ПАО Банк «ФК Открытие»,456,Неликвидный,Работающий,0.7867768261492725,0.2037986167545447
1561,45605,на срок от 1 года до 3 лет,"Кредиты, предоставленные юридическим лицам - нерезидентам",7781740000,ПАО Банк «ФК Открытие»,456,Неликвидный,Работающий,0.7867768261492725,0.2037986167545447
1562,45606,на срок свыше 3 лет,"Кредиты, предоставленные юридическим лицам - нерезидентам",93373730000,ПАО Банк «ФК Открытие»,456,Неликвидный,Работающий,0.7867768261492725,0.2037986167545447
1563,45611,Приобретенные права требования по договорам на предоставление (размещение) денежных средств,"Кредиты, предоставленные юридическим лицам - нерезидентам",3879597000,ПАО Банк «ФК Открытие»,456,Неликвидный,Работающий,0.7867768261492725,0.2037986167545447
1565,45706,Кредиты на срок свыше 3 лет,"Кредиты и прочие средства, предоставленные физическим лицам - нерезидентам",28559000,ПАО Банк «ФК Открытие»,457,Неликвидный,Работающий,0.7867768261492725,4.465587044534413
